Key-Generation-Duration
Picnic3_L3,73 µs,72 µs,70 µs,71 µs,72 µs,71 µs,72 µs,70 µs,71 µs,71 µs,72 µs,71 µs,70 µs,72 µs,109 µs,71 µs,71 µs,69 µs,72 µs,72 µs,71 µs,72 µs,71 µs,72 µs,71 µs,71 µs,72 µs,70 µs,71 µs,72 µs,71 µs,72 µs,70 µs,72 µs,72 µs,71 µs,72 µs,71 µs,71 µs,71 µs,72 µs,71 µs,69 µs,72 µs,72 µs,71 µs,71 µs,70 µs,71 µs,72 µs,72 µs,72 µs,69 µs,71 µs,71 µs,71 µs,72 µs,69 µs,91 µs,113 µs,79 µs,78 µs,82 µs,80 µs,79 µs,116 µs,79 µs,94 µs,222 µs,113 µs,83 µs,81 µs,79 µs,108 µs,94 µs,79 µs,78 µs,76 µs,91 µs,77 µs,77 µs,76 µs,80 µs,76 µs,77 µs,77 µs,77 µs,76 µs,77 µs,78 µs,77 µs,77 µs,75 µs,77 µs,76 µs,77 µs,76 µs,77 µs,80 µs,77 µs,
Picnic3_L5,408 µs,381 µs,379 µs,492 µs,392 µs,417 µs,510 µs,811 µs,590 µs,654 µs,517 µs,471 µs,498 µs,436 µs,499 µs,456 µs,441 µs,437 µs,509 µs,439 µs,437 µs,428 µs,425 µs,426 µs,425 µs,425 µs,425 µs,421 µs,438 µs,423 µs,423 µs,423 µs,422 µs,427 µs,427 µs,424 µs,423 µs,444 µs,391 µs,391 µs,392 µs,393 µs,392 µs,393 µs,391 µs,394 µs,400 µs,407 µs,390 µs,384 µs,384 µs,390 µs,382 µs,383 µs,384 µs,407 µs,526 µs,490 µs,385 µs,382 µs,388 µs,436 µs,386 µs,384 µs,384 µs,445 µs,392 µs,593 µs,419 µs,384 µs,382 µs,384 µs,525 µs,398 µs,394 µs,394 µs,493 µs,380 µs,382 µs,384 µs,384 µs,382 µs,575 µs,395 µs,405 µs,393 µs,484 µs,388 µs,382 µs,420 µs,384 µs,385 µs,385 µs,382 µs,382 µs,382 µs,386 µs,380 µs,381 µs,382 µs,
Picnic_L1_full,71 µs,69 µs,66 µs,69 µs,70 µs,68 µs,70 µs,67 µs,68 µs,68 µs,69 µs,69 µs,67 µs,70 µs,69 µs,69 µs,69 µs,67 µs,68 µs,69 µs,69 µs,69 µs,68 µs,69 µs,69 µs,69 µs,91 µs,161 µs,77 µs,70 µs,70 µs,69 µs,68 µs,71 µs,72 µs,162 µs,70 µs,68 µs,70 µs,71 µs,70 µs,76 µs,66 µs,68 µs,68 µs,70 µs,70 µs,67 µs,69 µs,69 µs,68 µs,69 µs,67 µs,69 µs,69 µs,69 µs,69 µs,67 µs,69 µs,69 µs,70 µs,68 µs,67 µs,68 µs,69 µs,69 µs,69 µs,67 µs,75 µs,69 µs,70 µs,69 µs,68 µs,68 µs,69 µs,69 µs,69 µs,67 µs,69 µs,68 µs,68 µs,69 µs,66 µs,69 µs,89 µs,85 µs,68 µs,68 µs,69 µs,68 µs,70 µs,90 µs,68 µs,69 µs,72 µs,75 µs,76 µs,161 µs,83 µs,70 µs,
Picnic_L3_full,75 µs,94 µs,70 µs,71 µs,72 µs,71 µs,71 µs,69 µs,72 µs,72 µs,71 µs,71 µs,70 µs,71 µs,71 µs,72 µs,72 µs,69 µs,71 µs,72 µs,72 µs,71 µs,69 µs,70 µs,71 µs,72 µs,71 µs,69 µs,72 µs,71 µs,71 µs,72 µs,70 µs,71 µs,72 µs,71 µs,72 µs,70 µs,71 µs,71 µs,71 µs,72 µs,70 µs,71 µs,73 µs,73 µs,71 µs,70 µs,72 µs,71 µs,78 µs,72 µs,69 µs,72 µs,72 µs,72 µs,71 µs,69 µs,72 µs,71 µs,71 µs,71 µs,70 µs,71 µs,72 µs,71 µs,72 µs,69 µs,71 µs,71 µs,73 µs,71 µs,70 µs,72 µs,72 µs,71 µs,72 µs,70 µs,72 µs,71 µs,72 µs,72 µs,69 µs,72 µs,71 µs,71 µs,71 µs,70 µs,71 µs,72 µs,71 µs,71 µs,70 µs,71 µs,72 µs,72 µs,71 µs,70 µs,71 µs,71 µs,
Picnic_L5_full,383 µs,381 µs,380 µs,384 µs,418 µs,381 µs,384 µs,382 µs,381 µs,384 µs,385 µs,387 µs,382 µs,383 µs,384 µs,383 µs,389 µs,382 µs,384 µs,389 µs,385 µs,402 µs,382 µs,381 µs,384 µs,384 µs,384 µs,382 µs,381 µs,384 µs,418 µs,383 µs,526 µs,412 µs,381 µs,384 µs,384 µs,382 µs,384 µs,383 µs,385 µs,422 µs,382 µs,384 µs,384 µs,384 µs,384 µs,382 µs,381 µs,383 µs,384 µs,382 µs,379 µs,384 µs,384 µs,384 µs,419 µs,380 µs,381 µs,384 µs,384 µs,403 µs,397 µs,384 µs,383 µs,382 µs,406 µs,402 µs,384 µs,384 µs,410 µs,393 µs,404 µs,384 µs,381 µs,381 µs,546 µs,382 µs,419 µs,382 µs,383 µs,479 µs,419 µs,442 µs,416 µs,407 µs,382 µs,382 µs,384 µs,384 µs,381 µs,464 µs,405 µs,385 µs,384 µs,420 µs,381 µs,382 µs,384 µs,384 µs,
Signing-Duration
Picnic_L1_FS,63298 µs,61947 µs,60877 µs,61152 µs,60797 µs,61147 µs,61252 µs,61411 µs,61877 µs,61986 µs,62977 µs,62027 µs,61844 µs,61728 µs,62058 µs,61808 µs,62119 µs,62180 µs,62228 µs,62029 µs,61911 µs,62353 µs,62033 µs,61912 µs,62274 µs,62069 µs,62286 µs,62067 µs,62081 µs,62221 µs,61937 µs,62029 µs,62724 µs,61747 µs,61957 µs,61845 µs,61917 µs,62821 µs,62252 µs,61973 µs,62303 µs,62010 µs,62013 µs,61885 µs,62151 µs,62541 µs,62233 µs,63313 µs,62985 µs,62451 µs,61944 µs,62112 µs,62037 µs,62845 µs,62109 µs,61839 µs,62292 µs,62357 µs,62071 µs,62397 µs,62186 µs,62779 µs,62751 µs,63088 µs,62899 µs,63434 µs,63065 µs,62339 µs,62653 µs,62760 µs,62361 µs,62472 µs,61872 µs,63027 µs,62437 µs,61564 µs,62419 µs,63333 µs,62750 µs,62667 µs,62752 µs,63309 µs,62713 µs,62439 µs,62753 µs,63132 µs,63014 µs,62618 µs,62668 µs,63199 µs,62657 µs,63258 µs,63349 µs,63202 µs,63001 µs,63104 µs,62819 µs,64214 µs,63342 µs,63082 µs,
Picnic_L1_UR,72307 µs,71824 µs,71774 µs,71882 µs,72839 µs,71406 µs,71988 µs,71796 µs,72119 µs,72748 µs,71873 µs,72975 µs,71889 µs,71624 µs,72467 µs,72400 µs,71835 µs,71746 µs,72370 µs,71641 µs,71371 µs,72367 µs,72130 µs,72500 µs,72 ms,73093 µs,72134 µs,72076 µs,73431 µs,72430 µs,73092 µs,72643 µs,73092 µs,72693 µs,72463 µs,73067 µs,73238 µs,72722 µs,72879 µs,73827 µs,72631 µs,72742 µs,73410 µs,72895 µs,72534 µs,73159 µs,73507 µs,72965 µs,73330 µs,73030 µs,73072 µs,72865 µs,74219 µs,73247 µs,73208 µs,73382 µs,73233 µs,73233 µs,72924 µs,73338 µs,73118 µs,72720 µs,73119 µs,73460 µs,73153 µs,73403 µs,73506 µs,73048 µs,72911 µs,73899 µs,73181 µs,73234 µs,73407 µs,73903 µs,73387 µs,73786 µs,74302 µs,73415 µs,73577 µs,73472 µs,74224 µs,74233 µs,73891 µs,73857 µs,74149 µs,73907 µs,73887 µs,74798 µs,74168 µs,73339 µs,74143 µs,73826 µs,73915 µs,74125 µs,74303 µs,74052 µs,73876 µs,73699 µs,74416 µs,73804 µs,
Picnic_L3_FS,219669 µs,219667 µs,220169 µs,219752 µs,220073 µs,219422 µs,221108 µs,220494 µs,220476 µs,220200 µs,220418 µs,222320 µs,219399 µs,220479 µs,219648 µs,220286 µs,219098 µs,220862 µs,220490 µs,220419 µs,220246 µs,220888 µs,219293 µs,220951 µs,221588 µs,219932 µs,220531 µs,220912 µs,220507 µs,221910 µs,220881 µs,221419 µs,221438 µs,222517 µs,222035 µs,221800 µs,221453 µs,221645 µs,222023 µs,222010 µs,222363 µs,220371 µs,222527 µs,221742 µs,222494 µs,223001 µs,221501 µs,221945 µs,220352 µs,222429 µs,222162 µs,222926 µs,222768 µs,221815 µs,222094 µs,222822 µs,222840 µs,220299 µs,220430 µs,220210 µs,222251 µs,220773 µs,222913 µs,220778 µs,220229 µs,222133 µs,218898 µs,219472 µs,218916 µs,217223 µs,219269 µs,219094 µs,220462 µs,218397 µs,218890 µs,219949 µs,219659 µs,222036 µs,220359 µs,220979 µs,220183 µs,219886 µs,219084 µs,221411 µs,220100 µs,218126 µs,221031 µs,218772 µs,220269 µs,219199 µs,218591 µs,219439 µs,219668 µs,219357 µs,219204 µs,219085 µs,219011 µs,219278 µs,220966 µs,219579 µs,
Picnic_L3_UR,244317 µs,243325 µs,243336 µs,242239 µs,243610 µs,244613 µs,242906 µs,243416 µs,245138 µs,243317 µs,243542 µs,242611 µs,243592 µs,242727 µs,243410 µs,242965 µs,243823 µs,244112 µs,243134 µs,243855 µs,242997 µs,243357 µs,243034 µs,244227 µs,243501 µs,243515 µs,242634 µs,243316 µs,242564 µs,243897 µs,243264 µs,243632 µs,242877 µs,244255 µs,243129 µs,243684 µs,243579 µs,244041 µs,244651 µs,244098 µs,243238 µs,244648 µs,243269 µs,245379 µs,243896 µs,243811 µs,243688 µs,246139 µs,243005 µs,245065 µs,244794 µs,243878 µs,243218 µs,244442 µs,245074 µs,244544 µs,244031 µs,245476 µs,246183 µs,244651 µs,244354 µs,245044 µs,244486 µs,245057 µs,245114 µs,244674 µs,244849 µs,245594 µs,244502 µs,244106 µs,244470 µs,245356 µs,244998 µs,244546 µs,243838 µs,243893 µs,244989 µs,243895 µs,245350 µs,243773 µs,245984 µs,243685 µs,244481 µs,244247 µs,246527 µs,244275 µs,244339 µs,244643 µs,245527 µs,244685 µs,244406 µs,244609 µs,245154 µs,244729 µs,244157 µs,244811 µs,244007 µs,245113 µs,244603 µs,245453 µs,
Picnic_L5_FS,509252 µs,507131 µs,508610 µs,508524 µs,507237 µs,507257 µs,507117 µs,508127 µs,508245 µs,508374 µs,507481 µs,507408 µs,507342 µs,506880 µs,507940 µs,508 ms,508455 µs,507748 µs,508810 µs,507570 µs,507142 µs,507417 µs,506727 µs,506377 µs,506959 µs,507129 µs,505898 µs,506596 µs,506524 µs,506573 µs,507176 µs,507109 µs,506764 µs,505848 µs,505683 µs,505841 µs,507028 µs,506502 µs,507468 µs,506330 µs,505958 µs,506002 µs,506862 µs,507560 µs,507370 µs,506850 µs,507997 µs,553460 µs,513235 µs,508234 µs,510359 µs,510916 µs,511547 µs,511458 µs,510968 µs,511545 µs,512311 µs,512979 µs,512146 µs,512213 µs,511464 µs,511440 µs,511825 µs,512463 µs,514164 µs,514446 µs,512774 µs,512131 µs,513521 µs,512345 µs,513330 µs,513651 µs,515261 µs,515685 µs,515811 µs,515430 µs,515655 µs,516309 µs,516174 µs,515678 µs,516391 µs,516482 µs,515874 µs,515365 µs,516606 µs,517102 µs,515267 µs,515056 µs,514947 µs,517277 µs,523410 µs,517315 µs,517708 µs,518430 µs,518251 µs,518032 µs,516350 µs,517151 µs,517544 µs,516740 µs,
Picnic_L5_UR,552290 µs,553896 µs,553354 µs,553952 µs,552613 µs,551922 µs,553670 µs,554097 µs,554061 µs,553287 µs,553558 µs,553091 µs,554424 µs,553910 µs,554121 µs,553317 µs,552403 µs,551968 µs,552867 µs,554628 µs,554125 µs,554179 µs,553987 µs,554229 µs,553832 µs,553924 µs,553695 µs,558458 µs,555826 µs,555680 µs,555659 µs,555560 µs,557045 µs,554778 µs,555877 µs,554219 µs,555341 µs,555328 µs,554830 µs,555441 µs,557971 µs,558338 µs,557787 µs,559770 µs,559925 µs,559741 µs,559386 µs,557361 µs,557567 µs,557659 µs,558240 µs,557173 µs,557932 µs,558731 µs,558178 µs,557139 µs,558144 µs,558179 µs,558459 µs,559274 µs,560697 µs,561960 µs,562665 µs,561543 µs,561514 µs,560523 µs,560082 µs,561761 µs,561869 µs,564664 µs,563440 µs,561711 µs,559870 µs,560064 µs,562038 µs,562938 µs,561907 µs,562353 µs,561170 µs,560495 µs,563387 µs,561798 µs,561952 µs,562211 µs,563582 µs,560741 µs,561222 µs,563205 µs,562956 µs,562914 µs,562290 µs,562405 µs,562283 µs,559646 µs,562411 µs,563063 µs,561087 µs,562002 µs,561708 µs,562193 µs,
Picnic3_L1,185097 µs,184980 µs,184909 µs,184279 µs,184733 µs,185298 µs,185060 µs,184419 µs,184693 µs,185832 µs,185680 µs,184981 µs,185875 µs,185479 µs,185970 µs,185414 µs,186846 µs,186312 µs,186033 µs,185676 µs,184799 µs,184369 µs,184811 µs,184931 µs,185580 µs,187335 µs,184801 µs,185821 µs,185428 µs,185440 µs,184930 µs,184669 µs,185120 µs,188040 µs,184943 µs,185512 µs,185658 µs,186499 µs,185910 µs,185726 µs,186065 µs,186025 µs,185519 µs,185944 µs,185797 µs,185631 µs,185482 µs,185484 µs,185919 µs,186286 µs,185982 µs,186329 µs,186341 µs,185452 µs,188033 µs,185506 µs,185793 µs,188353 µs,185325 µs,186378 µs,185935 µs,184402 µs,185840 µs,184857 µs,185695 µs,186021 µs,185685 µs,186083 µs,186067 µs,186299 µs,187203 µs,186871 µs,186071 µs,187004 µs,186529 µs,185830 µs,184792 µs,184236 µs,184759 µs,185660 µs,185818 µs,184769 µs,184556 µs,184507 µs,184211 µs,184391 µs,184139 µs,184701 µs,182937 µs,183703 µs,184572 µs,183096 µs,183773 µs,182903 µs,183209 µs,184542 µs,183681 µs,183381 µs,183597 µs,183003 µs,
Picnic3_L3,444551 µs,444880 µs,443451 µs,446029 µs,443680 µs,444079 µs,444451 µs,441975 µs,442255 µs,443279 µs,445636 µs,442984 µs,442989 µs,443543 µs,441683 µs,443748 µs,441628 µs,441804 µs,439809 µs,441849 µs,441532 µs,442134 µs,439958 µs,440526 µs,439637 µs,439210 µs,440512 µs,438671 µs,439602 µs,438704 µs,439962 µs,438206 µs,438892 µs,439319 µs,438572 µs,439060 µs,437195 µs,439641 µs,437902 µs,438142 µs,437132 µs,440741 µs,437805 µs,439672 µs,439913 µs,437844 µs,440257 µs,440987 µs,439122 µs,441626 µs,438680 µs,438979 µs,437469 µs,440715 µs,438641 µs,438367 µs,438659 µs,440822 µs,439151 µs,438518 µs,436666 µs,436087 µs,439147 µs,434269 µs,439878 µs,435596 µs,439532 µs,440874 µs,438128 µs,437066 µs,439153 µs,436816 µs,438245 µs,439498 µs,438453 µs,440798 µs,439789 µs,439426 µs,440666 µs,440713 µs,439914 µs,439343 µs,439214 µs,439037 µs,439323 µs,438068 µs,437674 µs,439003 µs,436593 µs,438751 µs,437384 µs,437809 µs,438563 µs,439278 µs,441823 µs,435441 µs,438866 µs,438776 µs,437218 µs,437658 µs,
Picnic3_L5,1563747 µs,1561103 µs,1567670 µs,1563209 µs,1569579 µs,1568831 µs,1574606 µs,1568687 µs,1567539 µs,1571876 µs,1574437 µs,1574273 µs,1573813 µs,1568598 µs,1568664 µs,1576444 µs,1573313 µs,1572029 µs,1569761 µs,1570699 µs,1574516 µs,1574127 µs,1571616 µs,1573698 µs,1568763 µs,1571954 µs,1567408 µs,1570578 µs,1576510 µs,1572095 µs,1574144 µs,1573357 µs,1572050 µs,1577118 µs,1573764 µs,1570651 µs,1572659 µs,1568906 µs,1571686 µs,1574050 µs,1570496 µs,1575652 µs,1578550 µs,1571760 µs,1581030 µs,1584454 µs,1582555 µs,1577708 µs,1593342 µs,1574285 µs,1576329 µs,1613487 µs,1578864 µs,1662542 µs,1584487 µs,1579921 µs,1580348 µs,1582829 µs,1576601 µs,1576439 µs,1892817 µs,2239986 µs,1501193 µs,1514002 µs,1504340 µs,1507756 µs,1505264 µs,1514570 µs,1553450 µs,1507106 µs,1511100 µs,1507162 µs,1514221 µs,1517046 µs,1516171 µs,1514493 µs,1515019 µs,1519055 µs,1517264 µs,1525641 µs,1520077 µs,1519170 µs,1516507 µs,1510956 µs,1516557 µs,1511250 µs,1518324 µs,1516985 µs,1518822 µs,1515062 µs,1513226 µs,1518604 µs,1518427 µs,1521032 µs,1521197 µs,1517813 µs,1525650 µs,1520339 µs,1520351 µs,1521434 µs,
Picnic_L1_full,35846 µs,35783 µs,36251 µs,36417 µs,37160 µs,36056 µs,35833 µs,35740 µs,36082 µs,36485 µs,35488 µs,36400 µs,36 ms,35987 µs,35716 µs,36159 µs,36013 µs,35899 µs,36533 µs,35886 µs,35315 µs,35531 µs,36621 µs,36185 µs,35932 µs,36137 µs,35696 µs,35550 µs,35817 µs,36101 µs,36344 µs,36464 µs,37272 µs,35874 µs,35543 µs,36227 µs,35991 µs,36081 µs,36024 µs,35609 µs,35985 µs,35887 µs,36048 µs,36163 µs,35512 µs,36265 µs,36200 µs,36146 µs,36001 µs,36124 µs,36574 µs,36164 µs,35554 µs,35428 µs,35334 µs,35744 µs,35776 µs,36062 µs,35906 µs,36834 µs,36836 µs,36180 µs,35984 µs,36056 µs,36171 µs,36034 µs,35592 µs,35787 µs,35645 µs,35611 µs,35474 µs,36247 µs,35819 µs,35952 µs,36135 µs,36103 µs,35953 µs,35404 µs,36469 µs,36353 µs,35287 µs,36374 µs,35620 µs,35742 µs,35398 µs,35945 µs,35678 µs,36256 µs,38360 µs,36052 µs,35723 µs,35812 µs,36457 µs,35569 µs,36017 µs,35929 µs,36194 µs,36184 µs,35615 µs,35889 µs,
Picnic_L3_full,71651 µs,70861 µs,71028 µs,70867 µs,70691 µs,70319 µs,70321 µs,71403 µs,73005 µs,70416 µs,70459 µs,70558 µs,70496 µs,70953 µs,71085 µs,71112 µs,70263 µs,70976 µs,70892 µs,70634 µs,70258 µs,71781 µs,73136 µs,70162 µs,71819 µs,70561 µs,70568 µs,71380 µs,71247 µs,70196 µs,70633 µs,70307 µs,70195 µs,70187 µs,70607 µs,70641 µs,73143 µs,70473 µs,71235 µs,71172 µs,70481 µs,70181 µs,70072 µs,71539 µs,70148 µs,70713 µs,70201 µs,70133 µs,70145 µs,70457 µs,73034 µs,70190 µs,70766 µs,70748 µs,70309 µs,70202 µs,70585 µs,70193 µs,71452 µs,70962 µs,70748 µs,69574 µs,70343 µs,70669 µs,70477 µs,73201 µs,70392 µs,70679 µs,70407 µs,69815 µs,70677 µs,70167 µs,70341 µs,70904 µs,70824 µs,71388 µs,70217 µs,70894 µs,71018 µs,73463 µs,70431 µs,70174 µs,70428 µs,70076 µs,70545 µs,70837 µs,71397 µs,70519 µs,70475 µs,71466 µs,70238 µs,70516 µs,70673 µs,72934 µs,70510 µs,70787 µs,70858 µs,70851 µs,70169 µs,70220 µs,
Picnic_L5_full,982032 µs,984797 µs,984954 µs,984908 µs,982237 µs,986215 µs,982726 µs,982151 µs,985691 µs,990223 µs,986340 µs,988123 µs,988180 µs,988555 µs,991740 µs,987197 µs,988487 µs,989617 µs,990895 µs,990925 µs,994870 µs,991632 µs,988486 µs,995256 µs,991224 µs,992437 µs,1018422 µs,990038 µs,985558 µs,985754 µs,990227 µs,990734 µs,989419 µs,991006 µs,988064 µs,987509 µs,987433 µs,992194 µs,989396 µs,996160 µs,992870 µs,994903 µs,993517 µs,992260 µs,994760 µs,991464 µs,990619 µs,990607 µs,992299 µs,992812 µs,994276 µs,995960 µs,994159 µs,992802 µs,992549 µs,996703 µs,993172 µs,992219 µs,996913 µs,995997 µs,997916 µs,994266 µs,991262 µs,992812 µs,989497 µs,990762 µs,990054 µs,993112 µs,992645 µs,997053 µs,999077 µs,995639 µs,993006 µs,995812 µs,1001973 µs,1000920 µs,999287 µs,1004562 µs,1001266 µs,998353 µs,997582 µs,995501 µs,993915 µs,994359 µs,990232 µs,992037 µs,997226 µs,995874 µs,998445 µs,998354 µs,991635 µs,994761 µs,994524 µs,994794 µs,995390 µs,992837 µs,991632 µs,991515 µs,993061 µs,992671 µs,
Signature-Size
Picnic_L1_FS,58921,58857,58505,58825,58761,58697,58409,58825,58889,58313,58729,58857,58601,59177,58633,58345,58793,58249,58633,58249,58377,58409,58953,58985,58121,58793,58441,58889,58633,58473,58441,58089,58313,58697,58889,58249,58633,58985,59273,58697,58601,59177,58377,58761,58601,58857,58441,59049,58665,58505,58505,58665,58697,58601,58473,58729,58281,59081,58569,58601,58217,58697,58825,58185,58569,58441,58857,58729,58889,58505,58569,58441,58889,58633,58985,58761,58857,59241,58281,58921,58601,58601,58377,58601,58473,58345,59177,58633,58825,59017,58441,58633,58697,58985,58505,58729,58473,58665,58601,58921,
Picnic_L1_UR,79730,79730,79698,79522,79906,79618,79698,79746,79842,79842,79714,79666,79746,79698,79714,79778,79762,79762,79938,79730,79586,79618,79586,79666,79618,79666,79698,79938,79698,79714,79858,79746,79666,79698,79906,79634,79682,79810,79842,79810,80002,79666,79922,79858,79826,79714,79554,79698,79714,79730,79826,79682,79762,79746,79954,79682,79762,79602,79538,79650,79778,79826,79762,79602,79730,79666,79890,79698,79874,79810,79586,79922,79810,79650,79890,79954,79730,79698,79778,79554,79650,79698,79890,79634,79906,79762,79810,79778,79778,79858,79714,79666,79842,79714,79762,79842,79986,79570,79714,79746,
Picnic_L3_FS,132021,133125,132357,132597,132453,132789,131829,132069,132645,131589,131877,132021,131541,133509,132501,132597,132645,132261,132789,131973,132501,132069,132693,132261,132261,131733,132021,132549,131685,132501,132693,132213,132453,132693,132021,132453,132405,132405,131829,132213,131925,132549,132357,131829,132405,131733,132405,132309,132021,131925,132165,133077,132453,132453,132117,132981,131637,131925,133077,132021,132165,131973,132789,132501,132597,132069,132309,132693,132021,132213,131925,132453,132549,132789,132741,131925,132213,131877,132789,131637,132357,132261,131733,132933,132597,132069,132837,132789,131733,132741,132789,132453,131877,132501,132213,131829,132981,131829,132981,132597,
Picnic_L3_UR,179902,180238,180286,179830,180310,180046,180334,179926,180310,179782,179974,179902,180190,180430,180238,180310,179878,180070,179902,180022,179806,180094,180358,180046,179782,180142,179974,180310,179782,180190,180238,180334,180334,179902,180142,179878,180142,180142,180166,180382,180142,179806,179686,180046,179926,180382,180214,180046,179878,180022,180142,180070,180046,180238,179902,180238,180022,180142,179854,179878,179974,180358,180142,179950,180022,179854,179806,179974,180070,180166,180046,179998,180214,180022,179998,179974,179854,179902,180070,180070,180070,180214,180358,179974,179974,180046,180214,180190,180286,179998,180046,180070,180118,180118,179830,180094,180070,179998,179974,180238,
Picnic_L5_FS,228002,228002,228130,228194,226850,228770,229154,227938,227938,228770,229474,228194,227042,228258,228322,228450,228898,228578,228962,228578,227618,229154,227682,227170,227746,227362,227682,228642,227746,228258,228066,228194,227106,228130,227746,228642,227170,228642,228770,228450,228130,226594,227682,228258,227682,228002,226850,227490,228002,228706,227170,228962,227938,228898,227810,228898,228258,228386,228514,228450,229090,227874,227938,228194,228706,228194,227426,227618,228578,228066,227810,227874,228642,228450,227810,228898,228834,228450,228194,227554,227938,227362,228514,228642,228514,227490,228322,228578,227874,228258,228834,227810,228130,228578,227874,228322,228322,229026,227362,229922,
Picnic_L5_UR,309964,309644,309676,309836,309292,309452,309708,309260,309676,309484,309452,310060,309772,309836,309548,309420,309388,309100,309964,309740,309132,309100,309196,309292,309260,309420,309260,309356,309676,309836,309292,309740,309420,309452,309356,309548,309580,309356,309708,309548,309484,309740,308780,309132,310060,309548,309388,308844,309228,309004,309932,309260,309708,309900,309900,309452,309292,309868,309740,308908,309356,309612,309580,309164,309420,309260,309036,309132,309644,309324,309516,309836,309452,309932,309836,309868,309324,309228,309900,309356,309388,309356,309132,309292,309196,309420,309644,309772,309484,309324,309932,308940,309484,309740,309484,309420,309772,309036,309676,310092,
Picnic3_L1,21006,20944,21134,21202,21720,21332,21588,21526,20882,20878,21264,20948,21528,21654,21142,21588,21270,21076,21140,20750,20820,21076,21526,20952,20814,21202,21202,21078,20754,21464,21078,20950,21462,21204,21330,21910,21654,21206,20884,20690,21144,20756,20810,20814,21460,20812,21272,21396,21138,21140,21910,21264,20814,21652,21138,21716,21074,21592,21012,20492,21010,21460,21400,21652,21590,20884,21526,21652,20814,21270,21266,21460,21012,21074,20690,21334,21590,21398,21332,21136,21460,20948,20624,20950,20816,20818,21076,21524,20558,21334,21134,20692,21590,21204,21208,21080,21464,21528,20946,21844,
Picnic3_L3,47504,47024,45584,45776,47408,46832,46928,46256,45776,46640,46736,46064,46544,46736,46832,46544,45104,46736,46640,46640,46544,47024,46736,45968,46256,46160,46544,46256,45680,47312,46160,46544,46160,46256,46352,45872,45008,46448,44528,45488,45872,45680,45584,45968,47120,46160,45968,47120,46352,45200,46832,47120,47120,45200,47408,45296,46448,46640,45392,47024,46832,45968,47024,46544,45680,46160,45872,45872,46256,46256,46160,46448,45296,46064,45968,46448,47408,46064,46832,46832,46064,46064,47312,47024,46448,45008,47024,46352,44912,45008,47312,46160,45104,45008,46256,46928,46064,45872,46928,46256,
Picnic3_L5,80352,80224,81504,80352,81632,81248,82912,82912,82016,80480,82656,81504,83424,80352,82656,81120,79840,82528,80608,83168,82784,81120,82912,79456,81632,81504,80992,81888,82016,80096,83680,82912,81760,81120,82784,80096,82656,81888,82016,80992,83168,82784,81760,81632,81504,82528,83168,83680,81504,81760,80992,80480,82784,82400,80736,83424,81632,82784,81760,82528,82656,81504,82016,82016,82400,82400,81248,83936,83168,81376,82016,81376,82400,82912,81248,81248,82272,81120,81376,82400,81376,82144,82272,81376,81760,79200,79968,82784,81376,80736,82272,81760,80480,81504,80096,80608,81760,82016,82144,80352,
Picnic_L1_full,54783,54511,54205,54375,54477,54545,54511,54715,54885,54579,54885,54919,54613,54919,54817,55089,54239,54171,54511,54341,54273,54613,54647,54205,54681,54341,54443,54375,55055,54171,54375,54409,54613,54001,54341,54477,54103,54001,54341,54205,54613,54885,54987,54851,54239,54783,54069,54511,54103,54681,54375,54715,54273,54239,54545,54273,54477,54715,54817,54477,54579,54375,54987,54851,54511,54987,54443,54647,54375,54647,54681,54409,54647,54477,54239,54477,54273,54613,54817,54341,54239,54851,54715,55123,54783,55021,54273,54647,54409,54545,54647,54239,54409,54613,54579,54443,54647,54273,54205,54579,
Picnic_L3_full,121795,121123,120739,121699,121171,121459,121123,121459,121219,120979,121027,120979,120499,121315,121267,121219,121075,121363,120979,121075,120883,121459,121027,121459,121603,120691,121747,122131,122035,121075,120499,121267,121027,121699,120835,121363,121219,121507,120643,120691,120979,121795,121603,121363,120739,121699,121219,120931,120787,121315,121027,121075,121075,120979,120979,121411,121411,120979,121315,121507,121267,120643,121411,122035,120691,120883,120883,121075,121027,121075,121555,120739,121171,120643,120835,121747,121795,121315,120979,121603,121075,120931,120595,121315,121939,121075,121123,122179,121075,120835,121123,121315,121987,120883,120595,121171,121747,120643,122179,121075,
Picnic_L5_full,214798,215054,215118,215758,215886,214478,214798,214670,215630,215054,214222,214926,214094,215182,214990,215054,214158,215822,215374,215758,215630,215822,214926,214414,215694,215822,215566,214670,214798,215630,214030,214670,215630,214990,215310,215118,214606,215310,214862,213646,214094,215182,215694,215694,215438,214926,214670,214862,214542,214734,214094,215694,215438,216782,215886,215630,215950,214862,215566,214926,214606,214350,215758,215182,215758,214862,216782,214862,215694,213710,215118,215438,216654,215118,216206,215374,214734,214990,215054,215566,215182,215118,215502,215950,215950,215374,216206,215182,215438,215630,215182,215310,214926,215054,214542,213966,215310,215694,215310,214990,
Verifying-Duration
